Contracts - Companies
192838 - 63984
192839 - 113929
192841 - 72063
192852 - 114062
192854 - 119067
192868 - 100884
192896 - 95513
192898 - 95562
192899 - 95562
192903 - 95626
192905 - 109613
192906 - 57448
192914 - 95944
192917 - 95864
192923 - 95944
192924 - 59602
192926 - 100047
192930 - 76498
192932 - 111850
192933 - 76681
192935 - 91350
192938 - 90181
192943 - 100164
192944 - 114129
192946 - 90555
192949 - 125521
192952 - 113422
192956 - 90728
192957 - 102093
192958 - 91133
192959 - 90722
192960 - 62322
192964 - 100319
192966 - 61104
192969 - 114468
192970 - 96538
192971 - 100901
192972 - 112458
192975 - 96403
192976 - 90896
192978 - 103915
192981 - 91208
192984 - 122259
192985 - 104255
192987 - 103472
192991 - 113397
192992 - 94850
192994 - 91228
192998 - 114477
192999 - 108384
193000 - 90987
193004 - 103813
193006 - 108384
193007 - 62815
193008 - 110528
193009 - 62692
193013 - 76006
193014 - 108705
193015 - 105969
193019 - 95531
193020 - 109595
193023 - 78275
193025 - 95402
193031 - 95255
193033 - 78644
193034 - 91036
193035 - 90988
193036 - 112477
193037 - 91087
193039 - 124766
193040 - 95948
193042 - 112116
193044 - 64051
193047 - 125172
193048 - 112099
193054 - 113949
193055 - 104309
193059 - 67811
193061 - 118110
193062 - 117318
193065 - 71867
193067 - 125030
193068 - 62468
193069 - 68627
193073 - 76021
193074 - 125384
193077 - 117174
193078 - 76021
193079 - 125291
193082 - 69569
193083 - 117316
193084 - 125190
193085 - 91139
193086 - 90642
193087 - 88119
193089 - 116818
193091 - 115071
193093 - 78843
193099 - 127177
193100 - 117215
193104 - 95880
193109 - 65891
193112 - 90770
193113 - 94050
193116 - 112931
193118 - 94050
193119 - 100885
193120 - 82767
193124 - 83125
193125 - 78720
193126 - 96596
193128 - 78158
193129 - 93804
193133 - 78844
193134 - 94239
193135 - 90721
193138 - 116156
193140 - 116873
193141 - 117574
193142 - 75251
193144 - 116959
193146 - 117588
193147 - 96602
193148 - 117573
193149 - 127976
193152 - 96268
193153 - 117535
193156 - 96435
193157 - 112784
193159 - 115954
193160 - 85860
193163 - 101306
193165 - 93797
193168 - 100257
193177 - 100496
193178 - 100496
193179 - 68751
193180 - 108702
193181 - 101120
193183 - 67410
193184 - 76718
193186 - 101068
193187 - 109693
193188 - 102286
193189 - 70113
193201 - 95229
193202 - 100806
193203 - 117133
193204 - 108512
193205 - 95432
193206 - 75978
193207 - 125074
193211 - 95473
193213 - 74438
193215 - 124649
193218 - 60653
193219 - 125531
193220 - 103948
193221 - 108612
193223 - 116703
193227 - 109091
193235 - 95877
193238 - 108869
193242 - 116896
193247 - 115573
193256 - 91336
193261 - 95629
193265 - 100467
193271 - 101547
193281 - 101549
193284 - 113864
193285 - 113864
193286 - 113864
193288 - 101752
193290 - 117050
193291 - 101752
193294 - 101752
193297 - 103848
193298 - 75967
193299 - 100478
193301 - 94935
193302 - 112881
193308 - 75952
193312 - 103273
193313 - 90763
193314 - 75952
193325 - 114335
193326 - 100034
193332 - 125503
193333 - 113265
193336 - 90984
193337 - 96271
193339 - 74424
193341 - 114444
193344 - 91529
193346 - 90984
193352 - 125089
193354 - 125160
193355 - 117059
193358 - 125198
193360 - 116993
193362 - 113993
193363 - 108709
193364 - 100495
193365 - 103695
193366 - 91483
193368 - 89688
193370 - 91032
193371 - 117557
193372 - 116758
193373 - 116955
193375 - 63972
193377 - 103163
193378 - 112266
193379 - 75812
193380 - 96643
193381 - 90764
193382 - 91033
193384 - 100898
193387 - 100900
193393 - 112216
193396 - 75803
193397 - 108500
193400 - 75803
193403 - 112408
193407 - 114252
193408 - 91530
193409 - 75999
193410 - 95842
193411 - 125277
193413 - 116714
193414 - 114738
193418 - 100447
193419 - 94935
193425 - 94936
193427 - 85870
193428 - 103186
193429 - 78275
193431 - 118318
193433 - 85870
193434 - 85870
193435 - 109614
193438 - 100187
193442 - 122001
193443 - 125555
193444 - 68917
193445 - 125355
193450 - 101854
193453 - 113396
193454 - 101783
193460 - 101854
193466 - 101670
193479 - 109088
193485 - 91478
193488 - 91478
193490 - 104136
193492 - 125462
193493 - 113409
193495 - 91228
193499 - 61249
193500 - 94127
193503 - 125090
193504 - 62009
193505 - 101196
193508 - 118118
193511 - 118118
193519 - 93979
193520 - 108264
193521 - 91344
193524 - 62331
193528 - 62132
193531 - 103187
193533 - 100146
193534 - 113997
193536 - 62350
193540 - 112896
193543 - 95074
193553 - 113268
193554 - 101503
193560 - 103500
193561 - 93805
193562 - 78442
193563 - 109636
193565 - 109091
193566 - 103882
193567 - 109651
193568 - 104136
193569 - 109091
193570 - 100051
193574 - 100737
193575 - 91034
193576 - 91034
193577 - 114695
193578 - 90982
193580 - 114696
193581 - 91042
193582 - 90981
193583 - 90981
193584 - 68258
193585 - 108804
193589 - 114464
193590 - 91161
193591 - 125170
193592 - 118425
193593 - 108494
193594 - 108494
193596 - 108619
193598 - 112092
193599 - 112092
193601 - 108538
193602 - 112240
193603 - 112240
193605 - 112240
193606 - 67826
193608 - 112095
193609 - 69985
193610 - 112608
193611 - 112608
193612 - 96394
193613 - 93968
193614 - 108776
193619 - 68912
193625 - 95255
193627 - 95255
193628 - 117819
193630 - 80957
193631 - 94912
193632 - 117047
193635 - 101507
193636 - 101687
193641 - 90902
193642 - 94246
193644 - 100496
193649 - 117281
193659 - 90985
193661 - 91039
193663 - 118376
193664 - 118376
193665 - 114057
193667 - 106586
193669 - 114378
193670 - 76032
193673 - 108935
193674 - 96636
193681 - 76505
193682 - 82880
193685 - 124947
193692 - 100041
193694 - 125072
193701 - 80886
193702 - 97715
193704 - 101355
193706 - 96659
193707 - 118334
193708 - 80886
193710 - 101710
193711 - 80886
193714 - 69686
193716 - 76394
193718 - 125536
193719 - 94386
193720 - 109193
193721 - 76188
193724 - 109670
193725 - 117904
193726 - 61558
193727 - 77406
193735 - 60305
193736 - 116862
193739 - 116865
193741 - 104190
193742 - 104069
193745 - 83286
193746 - 76510
193747 - 109091
193749 - 109091
193750 - 117584
193751 - 116736
193752 - 104111
193753 - 117914
193754 - 95840
193757 - 96360
193763 - 68714
193766 - 101400
193767 - 124677
193768 - 125530
193771 - 95995
193772 - 95995
193773 - 95995
193774 - 124679
193775 - 114241
193777 - 117048
193784 - 96429
193786 - 76051
193787 - 117813
193789 - 101167
193791 - 91215
193792 - 118338
193800 - 79748
193810 - 118411
193811 - 99975
193815 - 72339
193817 - 95410
193818 - 96519
193819 - 96482
193820 - 118056
193823 - 112409
193825 - 109129
193826 - 109088
193833 - 103766
193842 - 109671
193847 - 95774
193850 - 100903
193852 - 104111
193854 - 94859
193856 - 104111
193857 - 101738
193858 - 101979
193861 - 96635
193866 - 75918
193867 - 61468
193868 - 95538
193871 - 125544
193872 - 100424
193873 - 108709
193874 - 108914
193876 - 108782
193877 - 96833
193879 - 102578
193881 - 116897
193883 - 91428
193885 - 108782
193886 - 91428
193887 - 114006
193892 - 109671
193893 - 91428
193895 - 93796
193896 - 103127
193902 - 78482
193903 - 125329
193904 - 100797
193905 - 117177
193908 - 62640
193911 - 110089
193912 - 114130
193913 - 67768
193914 - 94245
193916 - 101369
193917 - 100525
193918 - 117439
193920 - 116773
193937 - 75256
193940 - 82881
193941 - 70719
193943 - 124772
193946 - 108552
193953 - 78962
193955 - 125527
193957 - 108897
193959 - 78828
193960 - 78911
193961 - 91535
193963 - 78828
193964 - 78911
193965 - 60657
193966 - 94375
193967 - 62664
193969 - 100275
193970 - 94381
193975 - 124895
193977 - 110331
193978 - 113955
193980 - 104502
193983 - 106867
193988 - 75987
193992 - 118429
193997 - 117896
193999 - 75987
194001 - 94190
194003 - 125134
194004 - 125134
194005 - 91476
194008 - 96427
194011 - 95841
194013 - 117161
194015 - 95461
194020 - 104684
194024 - 118322
194025 - 100569
194026 - 101319
194027 - 100734
194028 - 90417
194029 - 109083
194030 - 83720
194031 - 100815
194033 - 78631
194044 - 91570
194059 - 117610
194061 - 101568
194062 - 95007
194064 - 95377
194066 - 95816
194068 - 103790
194075 - 68247
194080 - 100855
194081 - 103370
194083 - 91537
194084 - 103122
194087 - 94236
194088 - 75991
194089 - 75991
194092 - 63336
194094 - 112637
194096 - 100319
194098 - 76614
194099 - 117775
194101 - 91075
194106 - 91075
194109 - 91075
194112 - 91075
194113 - 91075
194116 - 61161
194117 - 88911
194119 - 93806
194120 - 91075
194129 - 112168
194134 - 95598
194138 - 108880
194139 - 108492
194145 - 100922
194146 - 96054
194147 - 96054
194148 - 91135
194149 - 91135
194150 - 91137
194151 - 91137
194152 - 91136
194153 - 91136
194154 - 75913
194155 - 75913
194156 - 89936
194157 - 91138
194158 - 118293
194159 - 103805
194160 - 101602
194162 - 101602
194163 - 91143
194166 - 96363
194168 - 86962
194169 - 78932
194172 - 101824
194173 - 112240
194175 - 96363
194176 - 101824
194178 - 101752
194181 - 103742
194182 - 112180
194183 - 100770
194184 - 91343
194185 - 112092
194186 - 112092
194187 - 112770
194192 - 94372
194193 - 114341
194195 - 124786
194199 - 100019
194202 - 100328
194203 - 94048
194206 - 91343
194207 - 84664
194208 - 108876
194210 - 125148
194215 - 91619
194220 - 64010
194221 - 87946
194222 - 87768
194224 - 125258
194225 - 108718
194240 - 125199
194244 - 125199
194247 - 116368
194249 - 91315
194250 - 96079
194251 - 124789
194253 - 91709
194254 - 93972
194259 - 105067
194261 - 59590
194264 - 100487
194270 - 101018
194273 - 100873
194274 - 95354
194275 - 100498
194284 - 61469
194285 - 100904
194287 - 95099
194288 - 95099
194294 - 91425
194297 - 77406
194298 - 102235
194314 - 124775
194317 - 114262
194323 - 111861
194324 - 112245
194325 - 104203
194330 - 111861
194331 - 112245
194332 - 91138
194333 - 111861
194334 - 112245
194337 - 114324
194338 - 93970
194339 - 132787
194341 - 103212
194343 - 117402
194344 - 116823
194347 - 117648
194349 - 101294
194353 - 101531
194354 - 114025
194360 - 101242
194367 - 96591
194368 - 125558
194383 - 103646
194386 - 95192
194390 - 100652
194391 - 101653
194393 - 97463
194397 - 118237
194408 - 96280
194412 - 101831
194413 - 125072
194415 - 124898
194417 - 101831
194419 - 125197
194420 - 124789
194421 - 124789
194423 - 91475
194426 - 91369
194427 - 103273
194430 - 103885
194431 - 118161
194432 - 70237
194437 - 79979
194438 - 100182
194439 - 97082
194445 - 108339
194454 - 100427
194457 - 117580
194459 - 112253
194460 - 100899
194461 - 112743
194464 - 105873
194465 - 117520
194467 - 91197
194468 - 84527
194470 - 116730
194471 - 103197
194473 - 116773
194474 - 83286
194475 - 103268
194477 - 76507
194478 - 76507
194483 - 83161
194485 - 77406
194487 - 91620
194490 - 77406
194497 - 132379
194504 - 117195
194505 - 77589
194508 - 118135
194509 - 77589
194510 - 101580
194511 - 86098
194514 - 77589
194520 - 100083
194521 - 100653
194522 - 100157
194524 - 104322
194525 - 116961
194526 - 63207
194528 - 118444
194530 - 95909
194531 - 125045
194532 - 100278
194534 - 91481
194535 - 113516
194537 - 103468
194538 - 108767
194541 - 101786
194542 - 97371
194546 - 113621
194548 - 125087
194549 - 99739
194555 - 63706
194556 - 118107
194557 - 114023
194559 - 113959
194561 - 107563
194564 - 108888
194566 - 76468
194567 - 91423
194568 - 117737
194575 - 96367
194582 - 108880
194584 - 114436
194585 - 108880
194589 - 104203
194596 - 96643
194597 - 90764
194598 - 91033
194599 - 95804
194600 - 95354
194602 - 95674
194606 - 94312
194611 - 94903
194615 - 95839
194622 - 103210
194624 - 76527
194626 - 62336
194627 - 62348
194629 - 104205
194630 - 117456
194633 - 130330
194634 - 96143
194636 - 95168
194638 - 61227
194639 - 105074
194645 - 101831
194647 - 116380
194648 - 97081
194649 - 125192
194650 - 101362
194653 - 97081
194654 - 95272
194656 - 91713
194658 - 108781
194660 - 103811
194661 - 63925
194662 - 103210
194663 - 95214
194667 - 118289
194668 - 97284
194672 - 109159
194673 - 109159
194675 - 76496
194676 - 101183
194677 - 116783
194681 - 101183
194683 - 91472
194688 - 103966
194690 - 103255
194692 - 91482
194699 - 112726
194700 - 112726
194706 - 118302
194707 - 101317
194708 - 109113
194711 - 95027
194717 - 125531
194720 - 91616
194729 - 114020
194736 - 91569
194737 - 78754
194738 - 78754
194739 - 78754
194740 - 78754
194741 - 78754
194742 - 95434
194743 - 76234
194744 - 76234
194746 - 106061
194751 - 117323
194753 - 101006
194755 - 76649
194756 - 101033
194757 - 103199
194758 - 76649
194761 - 117324
194762 - 76609
194765 - 96964
194767 - 76628
194769 - 97332
194772 - 101843
194773 - 95798
194778 - 76647
194779 - 103431
194780 - 104177
194781 - 112214
194783 - 96439
194785 - 97468
194786 - 94247
194787 - 99976
194789 - 100569
194790 - 100569
194791 - 108538
194793 - 76553
194794 - 112240
194796 - 96439
194797 - 112240
194798 - 112240
194799 - 103120
194801 - 101079
194802 - 113992
194805 - 97450
194806 - 102589
194807 - 93971
194813 - 101888
194815 - 108880
194816 - 80957
194819 - 78733
194820 - 68715
194821 - 87823
194824 - 91477
194826 - 80957
194828 - 129288
194830 - 104317
194831 - 101410
194838 - 114313
194839 - 61459
194840 - 100943
194841 - 95123
194842 - 100538
194843 - 125378
194844 - 100724
194845 - 100872
194847 - 113864
194848 - 91622
194851 - 125093
194853 - 101515
194854 - 100739
194862 - 67697
194863 - 94238
194867 - 100407
194868 - 125188
194869 - 112510
194871 - 100317
194875 - 112500
194880 - 114581
194881 - 114046
194883 - 112442
194888 - 91427
194889 - 108773
194896 - 96441
194897 - 60622
194902 - 74417
194905 - 108275
194908 - 74396
194911 - 74396
194912 - 59550
194913 - 88286
194916 - 69673
194919 - 78754
194922 - 100594
194923 - 103600
194929 - 110069
194932 - 100587
194934 - 102029
194935 - 83657
194936 - 103863
194942 - 101141
194946 - 101020
194947 - 100905
194948 - 90417
194949 - 91571
194956 - 97073
194966 - 103221
194967 - 75934
194968 - 103389
194969 - 75934
194973 - 114444
194974 - 118091
194976 - 118068
194977 - 94314
194978 - 83281
194979 - 64019
194980 - 74597
194982 - 94314
194986 - 109319
194989 - 101426
194990 - 109319
194991 - 94126
194993 - 125271
194995 - 103389
194996 - 108275
194997 - 100774
194999 - 99993
195002 - 108275
195004 - 64019
195005 - 99742
195007 - 91424
195011 - 80955
195014 - 94319
195016 - 87767
195017 - 91424
195018 - 96398
195020 - 125430
195022 - 116856
195023 - 103663
195024 - 80879
195025 - 103663
195026 - 103663
195027 - 114067
195033 - 114138
195037 - 75972
195039 - 91227
195041 - 96256
195043 - 124672
195044 - 117302
195048 - 101303
195050 - 117258
195051 - 117503
195055 - 95910
195061 - 100870
195062 - 94857
195066 - 94956
195071 - 125200
195072 - 93973
195073 - 94384
195075 - 100740
195079 - 102595
195089 - 118096
195092 - 61471
195094 - 125278
195097 - 125278
195106 - 64019
195107 - 64019
195108 - 64019
195112 - 108789
195114 - 102170
195116 - 108810
195122 - 68925
195126 - 96834
195127 - 109392
195128 - 103664
195131 - 100728
195136 - 103870
195137 - 103482
195138 - 101282
195140 - 101831
195143 - 103713
195144 - 103916
195145 - 94392
195146 - 91223
195152 - 96578
195156 - 103829
195159 - 125187
195166 - 76630
195167 - 100554
195169 - 101556
195171 - 101333
195173 - 88752
195176 - 93968
195179 - 88752
195180 - 118006
195181 - 75133
195182 - 116947
195185 - 78704
195187 - 67126
195188 - 100162
195190 - 100740
195191 - 91534
195193 - 118077
195204 - 117022
195207 - 102794
195208 - 114130
195217 - 97453
195220 - 116793
195221 - 103433
195224 - 116891
195226 - 117234
195228 - 100907
195230 - 100176
195231 - 91335
195232 - 112404
195233 - 94185
195241 - 100233
195242 - 91355
195243 - 93975
195245 - 100470
195246 - 91618
195248 - 100681
195249 - 93802
195252 - 114289
195253 - 125138
195255 - 110964
195257 - 87768
195269 - 96156
195274 - 108774
195275 - 114263
195276 - 78751
195284 - 105879
195285 - 105879
195290 - 96605
195292 - 77406
195293 - 108837
195294 - 77406
195302 - 95099
195304 - 95581
195305 - 100005
195307 - 84664
195312 - 101161
195313 - 104023
195314 - 100414
195315 - 101167
195317 - 100429
195318 - 93800
195319 - 76320
195322 - 101020
195324 - 113433
195325 - 101020
195326 - 101020
195328 - 100292
195329 - 78440
195330 - 100172
195331 - 100172
195332 - 117728
195334 - 99992
195335 - 99992
195340 - 80222
195341 - 96118
195342 - 100172
195343 - 80222
195344 - 112259
195345 - 96825
195348 - 100275
195350 - 100275
195352 - 94934
195353 - 87891
195354 - 124658
195361 - 61224
195362 - 101188
195365 - 104015
195366 - 96437
195367 - 101040
195369 - 117325
195371 - 114020
195375 - 101494
195376 - 61258
195377 - 114306
195378 - 116782
195379 - 117326
195381 - 112087
195382 - 112087
195383 - 117090
195384 - 97371
195387 - 100303
195389 - 102043
195391 - 112116
195392 - 112116
195393 - 112116
195394 - 112116
195403 - 80802
195404 - 103851
195405 - 91711
195406 - 59602
195413 - 103426
195416 - 93799
195417 - 125044
195419 - 91368
195420 - 114582
195423 - 108839
195424 - 108956
195425 - 71135
195426 - 70304
195430 - 117327
195431 - 93795
195432 - 76618
195435 - 109204
195437 - 78694
195439 - 97278
195440 - 125524
195441 - 125550
195444 - 117203
195446 - 116806
195448 - 124906
195450 - 94954
195451 - 116914
195460 - 108916
195461 - 114223
195463 - 94188
195465 - 96267
195466 - 125066
195467 - 125264
195469 - 95260
195471 - 124714
195479 - 104015
195480 - 116890
195481 - 104015
195482 - 95353
195484 - 117167
195486 - 118017
195487 - 118014
195489 - 112677
195491 - 94376
195492 - 96535
195493 - 117513
195500 - 103304
195503 - 97147
195504 - 94291
195505 - 76048
195506 - 89203
195508 - 97162
195509 - 95274
195510 - 95843
195511 - 75972
195513 - 91031
195516 - 109633
195517 - 101245
195523 - 101643
195525 - 77881
195529 - 100909
195533 - 117152
195534 - 94124
195536 - 96927
195537 - 77002
195539 - 108649
195540 - 100560
195544 - 101122
195545 - 94994
195547 - 95844
195551 - 103383
195554 - 96577
195556 - 75863
195557 - 75863
195558 - 96577
195561 - 101206
195564 - 91708
195566 - 103665
195567 - 91708
195573 - 78694
195574 - 94316
195575 - 96749
195579 - 113984
195580 - 117848
195582 - 80160
195584 - 91704
195585 - 80160
195586 - 118095
195587 - 118090
195589 - 118073
195590 - 70838
195591 - 118096
195595 - 82431
195597 - 114041
195598 - 108772
195599 - 117258
195600 - 112444
195601 - 116894
195605 - 87768
195608 - 114258
195617 - 100521
195619 - 118102
195622 - 102152
195624 - 96577
195625 - 96577
195626 - 96577
195627 - 100128
195629 - 130329
195630 - 91622
195633 - 96577
195634 - 101723
195637 - 105267
195638 - 95847
195639 - 95453
195640 - 64052
195641 - 64052
195642 - 95852
195643 - 60296
195644 - 60296
195645 - 95592
195646 - 95072
195648 - 100120
195650 - 104316
195651 - 101004
195652 - 100549
195653 - 101619
195654 - 114582
195655 - 94125
195656 - 101221
195657 - 95292
195659 - 117288
195660 - 109344
195661 - 118268
195664 - 109344
195667 - 61249
195668 - 100559
195670 - 96577
195672 - 94979
195674 - 113997
195675 - 96577
195676 - 95700
195677 - 96577
195678 - 96055
195680 - 101521
195681 - 96919
195682 - 90896
195683 - 93791
195685 - 96577
195687 - 100106
195689 - 108546
195691 - 108610
195697 - 76018
195698 - 96577
195699 - 96835
195700 - 112254
195701 - 96577
195703 - 96577
195704 - 93801
195705 - 96577
195709 - 96577
195712 - 100908
195714 - 96577
195716 - 114121
195718 - 63206
195720 - 95874
195722 - 96577
195723 - 100651
195724 - 96577
195729 - 96577
195730 - 95024
195732 - 96577
195734 - 91710
195736 - 103822
195737 - 96831
195741 - 61172
195742 - 100906
195743 - 95207
195744 - 113254
195745 - 96583
195747 - 108956
195749 - 116974
195753 - 94384
195755 - 94384
195756 - 94384
195757 - 94384
195759 - 108891
195760 - 94384
195761 - 94384
195762 - 94384
195763 - 94384
195764 - 94384
195765 - 94384
195766 - 94384
195779 - 96286
195783 - 108755
195785 - 113120
195786 - 112271
195790 - 114331
195793 - 95551
195794 - 103670
195802 - 75961
195803 - 114033
195805 - 125092
195806 - 81022
195807 - 100488
195812 - 101716
195815 - 100531
195816 - 106114
195818 - 95029
195819 - 59467
195820 - 101872
195825 - 100545
195826 - 112739
195828 - 112719
195831 - 97373
195832 - 99734
195833 - 97334
195834 - 97155
195836 - 96978
195837 - 103666
195838 - 99665
195839 - 101637
195840 - 83657
195842 - 100033
195843 - 117896
195844 - 110072
195845 - 84162
195846 - 109133
195848 - 103666
195850 - 95256
195854 - 108880
195857 - 108880
195858 - 112824
195859 - 89688
195861 - 125168
195862 - 101968
195865 - 94907
195871 - 100539
195877 - 76630
195879 - 101742
195880 - 75986
195881 - 100539
195884 - 122255
195885 - 103861
195886 - 100539
195887 - 125099
195889 - 100539
195890 - 75986
195893 - 109579
195894 - 58537
195899 - 101601
195902 - 124733
195914 - 103915
195916 - 101886
195918 - 117328
195919 - 103524
195923 - 128308
195924 - 74468
195925 - 103524
195927 - 113245
195928 - 114583
195933 - 104009
195937 - 59571
195941 - 101619
195942 - 91335
195943 - 68265
195945 - 112627
195952 - 96431
195953 - 112168
195954 - 112080
195955 - 96580
195957 - 104316
195960 - 104311
195962 - 117458
195964 - 114552
195965 - 64017
195966 - 114602
195968 - 114426
195970 - 63950
195974 - 101385
195977 - 96922
195979 - 108786
195980 - 63950
195981 - 72723
195984 - 103930
195985 - 103930
195989 - 104260
195993 - 105583
196011 - 112116
196013 - 83014
196015 - 109671
196016 - 95930
196017 - 80957
196019 - 96922
196020 - 101660
196021 - 108490
196023 - 116728
196024 - 97073
196026 - 109734
196028 - 109734
196029 - 95400
196031 - 95400
196034 - 96637
196036 - 108946
196042 - 95781
196044 - 94189
196047 - 68717
196050 - 103428
196051 - 97266
196054 - 93967
196056 - 113434
196057 - 93966
196058 - 125047
196059 - 95781
196061 - 95991
196069 - 108557
196070 - 109181
196071 - 109181
196076 - 117188
196077 - 109338
196080 - 95401
196081 - 101030
196082 - 94185
196084 - 95460
196085 - 125029
196086 - 95845
196087 - 95245
196088 - 82880
196090 - 114297
196097 - 108613
196101 - 113821
196102 - 94313
196108 - 102582
196110 - 63983
196111 - 82886
196112 - 113230
196113 - 113816
196114 - 83250
196117 - 109338
196119 - 97662
196121 - 82912
196123 - 117159
196126 - 97455
196130 - 96433
196131 - 112854
196132 - 102576
196134 - 97717
196139 - 71585
196144 - 108884
196150 - 125496
196152 - 114380
196153 - 96185
196154 - 78760
196159 - 88806
196160 - 101828
196164 - 104050
196165 - 104050
196166 - 104050
196168 - 104191
196169 - 104191
196170 - 104191
196171 - 104191
196172 - 104191
196173 - 104207
196174 - 104207
196175 - 104207
196176 - 104207
196177 - 104207
196178 - 104039
196179 - 104039
196180 - 104039
196181 - 104039
196182 - 104039
196184 - 103765
196185 - 99641
196189 - 100725
196190 - 94244
196191 - 102896
196193 - 103489
196194 - 103489
196195 - 76826
196196 - 101243
196199 - 108704
196200 - 117986
196201 - 100998
196205 - 100775
196207 - 63194
196208 - 101697
196216 - 116764
196217 - 116764
196218 - 59379
196219 - 108830
196220 - 78738
196224 - 83128
196226 - 101707
196236 - 101819
196238 - 114429
196239 - 102520
196243 - 108407
196250 - 103393
196251 - 103976
196252 - 103191
196254 - 61405
196258 - 103409
196260 - 103706
196265 - 125144
196277 - 125180
196279 - 101759
196280 - 118207
196282 - 86093
196285 - 105072
196286 - 111541
196291 - 100902
196292 - 103615
196294 - 100468
196295 - 102643
196296 - 102291
196300 - 103222
196302 - 101307
196303 - 103864
196306 - 95016
196308 - 96160
196313 - 60306
196314 - 99973
196321 - 100879
196322 - 96741
196323 - 114059
196324 - 101115
196325 - 112938
196327 - 76289
196328 - 95232
196332 - 117466
196335 - 114560
196336 - 103336
196342 - 96258
196346 - 103521
196349 - 75978
196350 - 125319
196351 - 96741
196352 - 125319
196353 - 125319
196355 - 125482
196356 - 114017
196364 - 114086
196366 - 102460
196368 - 114597
196388 - 76051
196391 - 97523
196393 - 95083
196394 - 99632
196396 - 99793
196397 - 103908
196400 - 120928
196401 - 91184
196402 - 91184
196404 - 102859
196408 - 114464
196411 - 96044
196412 - 109176
196416 - 109375
196418 - 108946
196420 - 103494
196427 - 100338
196430 - 100853
196434 - 94391
196436 - 75424
196437 - 114277
196442 - 104125
196446 - 114584
196447 - 103674
196451 - 112228
196453 - 83437
196454 - 88433
196457 - 117504
196459 - 94129
196462 - 116737
196471 - 117553
196476 - 125203
196477 - 97377
196478 - 96654
196480 - 125376
196484 - 114276
196490 - 112920
196491 - 96267
196494 - 125127
196495 - 75765
196496 - 75895
196498 - 117059
196502 - 101381
196503 - 104026
196505 - 95411
196509 - 102367
196514 - 100910
196516 - 100100
196519 - 104033
196524 - 77589
196526 - 100699
196527 - 94123
196528 - 100688
196529 - 96434
196532 - 63950
196533 - 109679
196538 - 114267
196546 - 117667
196547 - 117652
196550 - 103767
196552 - 89686
196553 - 103722
196554 - 103667
196555 - 108287
196556 - 100753
196557 - 62015
196558 - 75777
196559 - 96223
196564 - 94858
196565 - 83597
196573 - 103662
196574 - 96156
196576 - 117430
196577 - 95550
196580 - 103479
196583 - 133831
196584 - 83764
196585 - 93794
196586 - 96286
196587 - 114715
196591 - 100960
196592 - 103838
196593 - 101423
196594 - 125340
196595 - 97074
196597 - 94242
196598 - 103726
196599 - 96604
196604 - 97564
196607 - 125181
196608 - 100493
196609 - 103885
196610 - 97702
196611 - 94242
196612 - 99665
196613 - 76725
196614 - 102031
196616 - 100377
196620 - 97079
196625 - 94237
196629 - 117695
196630 - 108882
196638 - 117777
196640 - 125393
196644 - 75897
196645 - 89205
196646 - 77406
196649 - 117575
196650 - 118096
196653 - 112976
196654 - 97531
196658 - 108873
196659 - 74611
196662 - 83284
196663 - 96662
196664 - 125452
196666 - 100913
196668 - 101119
196669 - 95256
196671 - 100866
196672 - 100724
196675 - 118125
196680 - 100912
196681 - 94279
196682 - 97145
196683 - 99983
196684 - 100269
196686 - 97721
196687 - 97701
196692 - 102099
196695 - 100917
196697 - 97075
196698 - 118443
196700 - 100660
196703 - 76049
196707 - 125032
196708 - 113974
196718 - 103316
196719 - 103722
196720 - 106394
196724 - 100074
196725 - 100303
196726 - 101971
196729 - 95199
196731 - 101792
196732 - 108255
196733 - 101005
196742 - 67817
196745 - 103785
196748 - 96034
196754 - 67769
196757 - 94318
196764 - 113386
196765 - 75972
196766 - 96007
196767 - 103166
196768 - 112805
196769 - 103115
196773 - 105587
196780 - 113262
196782 - 97335
196789 - 101200
196790 - 96360
196791 - 103255
196796 - 101668
196799 - 103296
196800 - 61216
196801 - 100888
196802 - 100450
196804 - 65846
196805 - 107041
196806 - 94390
196809 - 102155
196813 - 101351
196814 - 57448
196817 - 99985
196819 - 96016
196820 - 101351
196824 - 95689
196825 - 95531
196828 - 100009
196833 - 125036
196834 - 74396
196836 - 95225
196839 - 94280
196841 - 96589
196843 - 65851
196844 - 114047
196847 - 96436
196850 - 80882
196852 - 108949
196856 - 78792
196859 - 113147
196861 - 62628
196862 - 114009
196864 - 113949
196869 - 117777
196870 - 125272
196872 - 96595
196874 - 114308
196876 - 96594
196879 - 101703
196886 - 93803
196889 - 96742
196890 - 117741
196891 - 117757
196892 - 117794
196893 - 117779
196894 - 118837
196895 - 94318
196899 - 103701
196900 - 102947
196904 - 108603
196907 - 109425
196908 - 109425
196909 - 122261
196910 - 109405
196911 - 109405
196921 - 100925
196922 - 103742
196923 - 101345
196925 - 101409
196933 - 100502
196934 - 114027
196936 - 101279
196937 - 125309
196939 - 129240
196940 - 95846
196941 - 57448
196942 - 112460
196944 - 101727
196948 - 117892
196952 - 95676
196954 - 100054
196957 - 104293
196958 - 96739
196960 - 97466
196961 - 94849
196963 - 104016
196964 - 94846
196966 - 117162
196968 - 109294
196969 - 101764
196972 - 117519
196973 - 95363
196976 - 96565
196978 - 96830
196980 - 101047
196981 - 113754
196986 - 96828
196989 - 106052
